contig	assembly_name	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Ribosomal_RNA_16S	Ribosomal_RNA_23S	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Ribosomal_RNA_16S_ACC	Ribosomal_RNA_23S_ACC	Transfer_RNAs_ACC	type
c_000000000247	SQK-NBD114-24_barcode05_1	2910.0	82	370			Translation, ribosomal structure and biogenesis	Ribosomal protein S14 (RpsN) (PDB:4V4H)	Ribosome 30S subunit	SSU ribosomal protein S14P	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit			small subunit ribosomal protein S14							J	COG0199	COG0199	CyCOG_60000738	ko00001!!!ko03011!!!ko03011!!!ko03011			K02954					gene
c_000000000247	SQK-NBD114-24_barcode05_1	2910.1	371	559																													intergenic
c_000000000247	SQK-NBD114-24_barcode05_1	2911.0	560	1181			Translation, ribosomal structure and biogenesis	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (Pnp) (PDB:1E3P)		polyribonucleotide nucleotidyltransferase											J	COG1185		CyCOG_60000242									gene
c_000000000249	SQK-NBD114-24_barcode05_1	2953.0	6517	6820			General function prediction only	HD superfamily phosphohydrolase (YdhJ) (PDB:2HEK)		hypothetical protein											R	COG1078		CyCOG_60000341									gene
c_000000000251	SQK-NBD114-24_barcode05_1	2979.0	258	447			General function prediction only	Uncharacterized protein, contains GH25 family domain													R	COG5266											gene
c_000000000255	SQK-NBD114-24_barcode05_1	3065.1	23066	23126																													intergenic
c_000000000255	SQK-NBD114-24_barcode05_1	3066.0	23127	23502			Transcription	DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)	RNA polymerase	DNA-directed RNA polymerase subunit beta											K	COG0085	COG0085	CyCOG_60000044									gene
c_000000000256	SQK-NBD114-24_barcode05_1	3067.0	1	100			Amino acid transport and metabolism	Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	Lysine biosynthesis	diaminopimelate decarboxylase											E	COG0019	COG0019	CyCOG_60000744									gene
c_000000000256	SQK-NBD114-24_barcode05_1	3067.1	101	455																													intergenic
c_000000000256	SQK-NBD114-24_barcode05_1	3068.0	456	1239			Posttranslational modification, protein turnover, chaperones	Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)													O	COG0330											gene
c_000000000257	SQK-NBD114-24_barcode05_1	3090.0	17215	17698			Amino acid transport and metabolism	Succinylglutamate desuccinylase (AstE) (PDB:1YW4)		aspartoacylase											E	COG2988		CyCOG_60000240									gene
c_000000000274	SQK-NBD114-24_barcode05_1	3388.0	12651	13011			Cell wall/membrane/envelope biogenesis!!!Defense mechanisms	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)													M!!!V	COG0845											gene
c_000000000274	SQK-NBD114-24_barcode05_1	3389.0	13010	13244			Posttranslational modification, protein turnover, chaperones	ABC-type transport system involved in cytochrome c biogenesis, permease component (CcmC)		cytochrome c-type biogenesis protein CcsB											O	COG0755		CyCOG_60000641									gene
c_000000000277	SQK-NBD114-24_barcode05_1	3441.0	24352	25591			Energy production and conversion	Monomeric isocitrate dehydrogenase (IcdM) (PDB:1ITW)	TCA cycle												C	COG2838	COG2838										gene
c_000000000280	SQK-NBD114-24_barcode05_1	3480.0	1	196			Posttranslational modification, protein turnover, chaperones	ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)		ATP-dependent Clp protease ATP-binding subunit ClpA											O	COG0542		CyCOG_60000002									gene
c_000000000280	SQK-NBD114-24_barcode05_1	3480.1	197	454																													intergenic
c_000000000284	SQK-NBD114-24_barcode05_1	3537.0	10163	10784			Lipid transport and metabolism	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	Fatty acid biosynthesis	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family											I	COG1028	COG1028	CyCOG_60012597									gene
c_000000000284	SQK-NBD114-24_barcode05_1	3537.1	10785	10877																													intergenic
c_000000000284	SQK-NBD114-24_barcode05_1	3538.0	10878	11733			Coenzyme transport and metabolism!!!Inorganic ion transport and metabolism	Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579)!!!Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	Molybdopterin biosynthesis!!!Urea cycle	adenylyltransferase and sulfurtransferase											H!!!P	COG0476!!!COG0607	COG0476!!!COG0607	CyCOG_60000125									gene
c_000000000286	SQK-NBD114-24_barcode05_1	3564.0	5816	6263			Posttranslational modification, protein turnover, chaperones	Glutathione S-transferase (GstA) (PDB:1A0F)			KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>1. Oxidoreductases>>>1.5  Acting on the CH-NH group of donors>>>1.5.4  With a disulfide as acceptor>>>1.5.4.1  pyrimidodiazepine synthase			glutathione S-transferase [EC:2.5.1.18]							O	COG0625			ko00001!!!ko00001!!!ko01000			K00799					gene
c_000000000287	SQK-NBD114-24_barcode05_1	3565.0	1	79			Energy production and conversion	Fumarate hydratase class II (FumC) (PDB:1KQ7)	TCA cycle	fumarase, class II											C	COG0114	COG0114	CyCOG_60000174									gene
c_000000000287	SQK-NBD114-24_barcode05_1	3565.1	80	1058																													intergenic
c_000000000295	SQK-NBD114-24_barcode05_1	3676.0	0	372			Function unknown	Uncharacterized conserved protein, contains DUF2130 domain		hypothetical protein											S	COG4487		CyCOG_60001353									gene
c_000000000295	SQK-NBD114-24_barcode05_1	3676.1	373	382																													intergenic
c_000000000295	SQK-NBD114-24_barcode05_1	3677.0	383	1283			Transcription	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)		DNA-binding transcriptional regulator, LysR family											K	COG0583		CyCOG_60000237									gene
c_000000000296	SQK-NBD114-24_barcode05_1	3712.0	22968	24126			Signal transduction mechanisms	Serine/threonine protein kinase HipA, toxin component of the HipAB toxin-antitoxin module (HipA) (PDB:2WIU)			Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.11  Protein-serine/threonine kinases>>>2.7.11.1  non-specific serine/threonine protein kinase!!!Protein kinases>>>Serine/threonine kinases: Other>>>Bacterial family!!!Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>HipA-HipB			serine/threonine-protein kinase HipA [EC:2.7.11.1]							T	COG3550			ko01000!!!ko01001!!!ko02048			K07154					gene
c_000000000296	SQK-NBD114-24_barcode05_1	3713.0	24009	24480		ATP-synt	Energy production and conversion	FoF1-type ATP synthase, gamma subunit (AtpG) (PDB:3OAA) (PUBMED:15326535)	FoF1-type ATP synthase	ATP synthase F1 subcomplex gamma subunit										PF00231.19	C	COG0224	COG0224	CyCOG_60000551									gene
c_000000000317	SQK-NBD114-24_barcode05_1	3945.0	21	246			Inorganic ion transport and metabolism	NhaP-type Na+/H+ or K+/H+ antiporter (NhaP) (PDB:4CZB)		sodium/proton antiporter, CPA1 family											P	COG0025		CyCOG_60000472									gene
c_000000000317	SQK-NBD114-24_barcode05_1	3945.1	247	323																													intergenic
c_000000000317	SQK-NBD114-24_barcode05_1	3946.0	324	1032			Function unknown	PepSY-associated TM region (PiuB) (PUBMED:15124630)													S	COG3182											gene
c_000000000317	SQK-NBD114-24_barcode05_1	3956.0	9402	9726			Function unknown	Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains (YvlB)													S	COG3595											gene
c_000000000001	SQK-NBD114-24_barcode10_1	203.1	242130	248456																													intergenic
c_000000000001	SQK-NBD114-24_barcode11_1	28.1	41089	47290																													intergenic
c_000000000001	SQK-NBD114-24_barcode11_1	236.1	283170	289496																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_4	546.1	570848	577197																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_3	823.1	947666	953735																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_3	1130.1	1308771	1314902																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_3	1772.1	2081508	2089459																													intergenic
c_000000000001	SQK-NBD114-24_barcode18_3	1922.1	2262656	2269169																													intergenic
c_000000000002	SQK-NBD114-24_barcode18_3	3948.1	1749874	1755799																													intergenic
